"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/12/19","マクドナルドモバイルオーダー/AP","-870","三井住友カード (VpassID)","食費","外食","","0","Aq_H4oNOApA792t_UdgCrreol6Z5hjDLGsfoZZBYQNE"
"1","2025/12/19","給与","30000","みずほ銀行","収入","給与","","0","M_6JFQ_eC5t-5l9QIiflrqofNSUXHaeWOv_Z77EgtsM"
"1","2025/12/18","割引","15","Amazon.co.jp","収入","その他入金","","0","AYZU7fJXBnxPLroz_F0I5O0a_Z_mRYPBkRC53szOM10"
"1","2025/12/18","日本技研 メガバッグスECO ゴミ袋 ME-45EH 45L 50枚 販売: Amazon.co.jp","-296","Amazon.co.jp","未分類","未分類","","0","VE9bEzLfsVt4T-UKX15jCn3luu95aT-8N_h2-aDro64"
"1","2025/12/18","Slapklatz (スラップクラッツ) Pro Black プロ ブラック ドラム用ミュート 販売: Kinki Audio since 1968 (適格請求書発行店)","-1733","Amazon.co.jp","未分類","未分類","","0","T90JemBstFLiZ2Euj2w6nu3OlRzf437EAYkeY0947DM"
"1","2025/12/18","ヘンリービギンズ(Henly Begins) デイトナ バイク シートバッグ 補修品 BASIC/WR/PRO/SYSTEM/トロリー用 固定ベルト 4本入り 15383 販売: Amazon.co.jp","-1046","Amazon.co.jp","未分類","未分類","","0","2IDeZadhkTfxF4ybDLy-ToMNd0CFJChlth2VRkGqoEw"
"1","2025/12/18","ワコーズ F-1 フューエルワン ガソリン(2サイクル・4サイクル)・ディーゼル兼用洗浄系燃料添加剤 200ml F101 販売: Amazon.co.jp","-2160","Amazon.co.jp","自動車","ガソリン","","0","_j4Y3eN1xKtusIm5LSejwemKR1hz1EmOL_x5SHws5dk"
"1","2025/12/18","ブリタ 浄水器 ポット型 PFOS/PFOA除去試験済 ろ過水容量:1.15L(全容量:2.2L)【日本正規品】リクエリ マクストラプロ ピュアパフォーマンス カートリッジ 1個付 販売: Amazon.co.jp","-3180","Amazon.co.jp","未分類","未分類","","0","LCP7OqZhTK5MSHdqDY26f9ECqNR5nIERA2aBEGOgI0M"
"1","2025/12/18","くまざわ書店 横須賀店","-1210","三井住友カード (VpassID)","教養・教育","書籍","","0","GBEzuHMPPqJk4KSJkVbGSaBfyzJZGssXA_8prDRL5jM"
"1","2025/12/18","チユウシヤジヨウチユウリンジヨウカン","-594","三井住友カード (VpassID)","未分類","未分類","","0","-cmXIFVPsf_W-UHfFZKwWq800RlT555nsEDwrZAh0GU"
"1","2025/12/18","ドン・キホーテ藤沢駅南口店/iD","-733","三井住友カード (VpassID)","日用品","日用品","","0","Njc86r7NYkzwJV6CalNqoqLwMzSwFwdqSWpZKzzKAZc"
"1","2025/12/18","マクドナルド/iD","-330","三井住友カード (VpassID)","食費","外食","","0","xkaXtDks53Y4jZqvSJ0Q8Np46Wq5o4Ibaa5VqufgrG0"
"1","2025/12/17","ローソン/iD","-208","三井住友カード (VpassID)","食費","食料品","","0","cqYvJowQrOso1sTCJpBS2joxTncK40W8UxBQMUOPqI4"
"1","2025/12/17","ローソン/iD","-367","三井住友カード (VpassID)","食費","食料品","","0","pbgMT3OAi6AXGA6o8WTcr8OExHO0YHjROMikhF9e0rQ"
"1","2025/12/17","AMAZON.CO.JP","-2160","三井住友カード (VpassID)","教養・教育","書籍","","0","mG4KGnvg90ViXdmdAgZ9ZFUbofpTB2BfbZmStn_88XU"
"1","2025/12/17","AMAZON.CO.JP","-2779","三井住友カード (VpassID)","教養・教育","書籍","","0","KYkpeqbBOm2i4_LVAdt3Tav8wUQkbb0abjZ5pPO6Pek"
"0","2025/12/17","AMAZON.CO.JP","-3180","三井住友カード (VpassID)","教養・教育","書籍","","1","QxB84hpNN9_CGFi7qjBRu2EHc3xM9do9UYnY63rMrFg"
"0","2025/12/17","AMAZON.CO.JP","-281","三井住友カード (VpassID)","教養・教育","書籍","","1","LKNTCzZRpH3WuMxgq9uoUKz208xhn2ryK-zg2LtPbpw"
"1","2025/12/16","コスモ石油マーケティング株式会社/iD","-1361","三井住友カード (VpassID)","自動車","ガソリン","","0","r4bvfNKwM-6W1ZXsRNMPt_nW_SaZajOSXGKyrgpj048"
"1","2025/12/16","APPLE COM BILL","-3000","三井住友カード (VpassID)","通信費","その他通信費","","0","p70n0JcrgxRUisZWgt_kPASZCG3efmhUPKEdBzVfJCw"
"1","2025/12/16","振込 ミズホJCBキヤツシユバツク","7","みずほ銀行","収入","その他入金","","0","mzyyetIy9L0gCbqWeSewZ9M-GJhfG9nvhudb0GbDvRo"
"1","2025/12/15","カケキン ゼンコクキヨウサイ","-1000","横浜銀行","保険","その他保険","","0","wEUi5sUJf7ItJ6qD-WcefNIYfX2L4Xyr1jhbtw5Rb_8"
"1","2025/12/15","ETC首都高 特別割引 (自初台南 至用賀 軽・二)","-330","三井住友カード (VpassID)","自動車","道路料金","","0","TndbDsjHbebk4y9SqquvZG9pM9LHSlfy5pDshxtIU-4"
"1","2025/12/15","ETC 関東支社 (自玉川 至保土ヶ谷 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","TBOd4htTUMZAZ1md_3RYyNVGv_-BUr0g2bokdoJ64Ws"
"1","2025/12/15","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","ehm9JZD627a9a8egH-TjJaSH0_AvpmIZHCIRC1VaUTA"
"1","2025/12/15","ETC 関東支社 (自狩場 至逗子 軽・二)","-600","三井住友カード (VpassID)","自動車","道路料金","","0","Ha4fs0ZTlxsvIVhIfiG2PQJbS3QX0ycKYsb9OkfLN3c"
"1","2025/12/15","ソフトバンクM(11月分)","-3209","三井住友カード (VpassID)","通信費","携帯電話","","0","v6E7o1ziCQA1JlN_6liKxFaE548zcAIrQoygM-BM9T0"
"1","2025/12/15","ソフトバンクM(11月分)","-825","三井住友カード (VpassID)","通信費","携帯電話","","0","xAcsAuCBdEWAeF06Xfd51V5rn1C3dErXstj6UrrEH8E"
"1","2025/12/14","Yuta","1650","PayPay","未分類","未分類","","0","LFVSx8j36y292YgCsHTaZA_BiWB6OMG1Qu95ZluU448"
"1","2025/12/14","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","eFb6J27y-n7npWBwhYc2L6LP2yRq5V0sTGIJjaj6Cco"
"1","2025/12/14","ETC 関東支社 (自横須賀 至狩場 軽・二)","-630","三井住友カード (VpassID)","自動車","道路料金","","0","Xsb1g9tPPywLE8oV2pAL16DEVVLhis_mgEoq3pP-RKo"
"1","2025/12/14","ETC 関東支社 (自保土ヶ谷 至玉川 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","iXNYN9ZI8f4f0Mkq9io3J8E6VVEVMzh8LFT2rB4k7VU"
"1","2025/12/14","ETC首都高 (自三軒茶屋 至初台南 軽・二)","-280","三井住友カード (VpassID)","自動車","道路料金","","0","RjiNFTMRZ_1pToUzjwSM9pn9ioemHCoZcBTRfLQlRfQ"
"1","2025/12/14","BUTAKIN歌舞伎町店/iD","-1400","三井住友カード (VpassID)","未分類","未分類","","0","65fQCftSkmz-OKQzwtsJXwyLymqxg3jBbTs4iPJ2b1o"
"1","2025/12/13","風早橋ガーデングリルカフェ - 風早橋ガーデングリルカフェ","-1500","PayPay","未分類","未分類","","0","dNxFKs2Mf4375lseUni9mmL4FrVR1oGdPqljxDxLwKQ"
"1","2025/12/13","風早橋ガーデングリルカフェ","7","PayPay","未分類","未分類","","0","l2fbDS7bRquPmUJVjAptUywFkUdcDhUkVgDO13Q2_Wg"
"1","2025/12/13","風早橋ガーデングリルカフェ - 風早橋ガーデングリルカフェ","-300","PayPay","未分類","未分類","","0","4sBrsKRz55wF2kwcBReNo4UczrCWsY5RhV3t7JoAGok"
"1","2025/12/13","風早橋ガーデングリルカフェ","1","PayPay","未分類","未分類","","0","VEQFNnQ-CrMvx5OPKe-Bsy0fhlOgO7_1V-R8e1Rf_yk"
"1","2025/12/13","povoご利用料金","-180","三井住友カード (VpassID)","通信費","携帯電話","","0","TnsIFbCdRZLpuJtQo6fM0SG9Lf7oKuG0KK5vlDbphF8"
"1","2025/12/13","ファミリーマート/iD","-330","三井住友カード (VpassID)","食費","食料品","","0","fU0l-7O7Bo1QWWjMNDRoTo9y5SQiOrket06urqnYJKw"
"1","2025/12/12","風早橋ガーデングリルカフェ","7","PayPay","未分類","未分類","","0","2U026lAHX6UnJhH2rKtFj66t_lL_n_mTZYt7WouSn7g"
"1","2025/12/12","風早橋ガーデングリルカフェ - 風早橋ガーデングリルカフェ","-1400","PayPay","未分類","未分類","","0","GQ3kSlQ8L1IhPUcQXXj9FMeT3iRQ0ShudT5NYrtyDxM"
"1","2025/12/12","セブン-イレブン/iD","-250","三井住友カード (VpassID)","食費","食料品","","0","peXHDbBa-Br8yZe6hOeoEUKJm4ghBEu4tTuZ6ty-KFk"
"1","2025/12/12","AMAZON.CO.JP (返品)","8038","三井住友カード (VpassID)","未分類","未分類","","0","Ij3nbO_SyzpSjt9SuyBttnZhen5bvtakuYqPcBwzPkU"
"1","2025/12/11","さとし","6000","PayPay","収入","給与","","0","w5XOMe2HU1suKkK4cqHdheAcE9HqYl1RWsXvqUoHtyo"
"1","2025/12/11","パラカ","-300","三井住友カード (VpassID)","未分類","未分類","","0","VWV2jDhXCnhCJh-sz6dXlhUPupljuR8pwFIwvG4t0vE"
"1","2025/12/11","アクサダイレクト 自動車保険 月次","-2520","ポケットカード","保険","その他保険","","0","2t4Oj4uob16ufUktQuoaiGgMlMiWM2aLNhT3fNyDjzc"
"1","2025/12/11","セブン-イレブン/iD","-440","三井住友カード (VpassID)","食費","食料品","","0","1-OL3wt0vAPW37Y30tQvZCCPdqqvji9TrBWo4EUT__Y"
"1","2025/12/10","ETC 関東支社 (自横須賀 至釜利谷 軽・二)","-450","三井住友カード (VpassID)","自動車","道路料金","","0","8l5UCDjlBMySkmNmbr-L3fJqBEhcv4I5Q8s5azHPqd8"
"1","2025/12/10","ETC首都高 (自空港中央東 至晴海 軽・二)","-560","三井住友カード (VpassID)","自動車","道路料金","","0","v0OqOor52FvqActAYQtG9gxLK8aXwCxNizv3vN3OrKo"
"1","2025/12/10","ETC首都高 (自横横金支接 至湾岸環八 軽・二)","-990","三井住友カード (VpassID)","自動車","道路料金","","0","vX2vpSBYkvMcShKFKdygtPtPPOz0RFH5pAVk-4vcShc"
"1","2025/12/10","TBM ゴミ袋 半透明 横50cm×縦70cm×厚み0.012mm 30L LimeAir Bag 炭酸カルシウム入り 環境配慮型 薄くてソフト 伸びやすい 50枚入り 販売: Amazon.co.jp","-383","Amazon.co.jp","未分類","未分類","","0","_2dcP7g9YrHkBA0bSya09hilqNLN5nKFxG2UlUjqK78"
"1","2025/12/10","povoご利用料金","-792","三井住友カード (VpassID)","通信費","携帯電話","","0","9_xnDv-pAmcIPg1W_ZPyJFkEJ7Fx-I0uim-DzMmo4qs"
"1","2025/12/10","ENEOS-SS","-1611","三井住友カード (VpassID)","自動車","ガソリン","","0","PRUtiRyoUnMre0A4GRFnZQu7Udv3I91p1idGUa9iIZ4"
"0","2025/12/10","ヘンサイキン12ガツ","10000","仙台銀行","未分類","未分類","","1","mVSX4QlJ7uKTDliquDZ41_W_3zXU6yBe8xnLRujuhEE"
"1","2025/12/10","カシコシリソク12ガツ","-185","仙台銀行","その他","雑費","","0","PvOY-328vPG_knRixWv9jy0NELLvHP72jeXbyCxa4tY"
"0","2025/12/10","ヘンサイキン12ガツ","-10000","仙台銀行","住宅","ローン返済","","1","USXIluQt6IkZa4Kb9k3Npr-GvhAMkgodZtqwkqefock"
"1","2025/12/10","ローソン/iD","-143","三井住友カード (VpassID)","食費","食料品","","0","qSfOdHVb9XXR0aeXaifOZFxR_VCL6grBWevtgixQtGk"
"1","2025/12/09","Amazonギフト券・Amazonショッピングカードの金額","1124","Amazon.co.jp","収入","その他入金","","0","AAT9j5a5XOVQmrRmJqoxf7Z3gf6xBGurxv4oiPXDyNw"
"1","2025/12/09","ワコーズ CHL チェーンルブ 浸透性チェーン用防錆潤滑剤 A310 180ml A310 販売: Amazon.co.jp","-1982","Amazon.co.jp","未分類","未分類","","0","omJq8FrF3npEXXCVq_yYxH2czg0o0a5zo4coTmnhqDU"
"1","2025/12/09","ジャムジャムライナー (返品)","4450","三井住友カード (VpassID)","未分類","未分類","","0","QSRb65oylgb9UasPdxX4wM6PQ7Vi4mQSSlJPzmhUy5c"
"1","2025/12/09","メルカリ","-6300","三井住友カード (VpassID)","日用品","電子機器類","","0","IRCWKzdH2QrA5iz32bvcm3cwUCcWlLpytSCztEkKEqg"
"1","2025/12/09","相鉄ローゼン葉山店/iD","-3011","三井住友カード (VpassID)","食費","夜ご飯","","0","i6yxzsR22HoKUsO1KHtg2xKXp3kZriG6nL2_fNtt8fU"
"0","2025/12/09","AMAZON.CO.JP","-383","三井住友カード (VpassID)","教養・教育","書籍","","1","pJbTCUSAckvTKUNpZuZBvvV4lVna8KBm2ww165LxxJQ"
"0","2025/12/09","AMAZON.CO.JP","-858","三井住友カード (VpassID)","教養・教育","書籍","","1","31OQPvJeduB4eomhEMGKX1S0WsDSzYScGNHZOoybt8c"
"1","2025/12/08","いのうえゆうか","-863","PayPay","未分類","未分類","","0","2z3RAZyFHWElsZv3-m-s9SMKdo_PvxW4uvIloqmJ9gw"
"1","2025/12/08","テスウリヨウ","-154","横浜銀行","その他","雑費","","0","o96f58fNsJbsAGtRtqslJitO-I1fxQv2WLWmj-CpsSU"
"1","2025/12/08","インタ-ネツト ポケツトカ-ドカブシキガイシヤ","-90620","横浜銀行","現金・カード","カード引き落とし","","0","sEWE7dm8BPuczBehqnX-TdCCEJR7fN_oLEZ1IVjrPr0"
"1","2025/12/08","コウザフリカエ SMBC(ACサ-ビス","-19000","横浜銀行","その他","返済","","0","9IteDhA-8Mv8K7jcxFMZXQGTcNRQ3BkYvPt20CDl4Ik"
"1","2025/12/08","無印良品","-990","三井住友カード (VpassID)","日用品","日用品","","0","FmG9LvXIqdZEVWh6ZChpMLrwpQE2dl8SFHYnY9AIdow"
"1","2025/12/08","イオンスタイル横須賀/iD","-708","三井住友カード (VpassID)","日用品","日用品","","0","4R1NyhSxbuYjLzDSolh4WZEgan1iQmafPABHxaMEkHY"
"1","2025/12/08","さくら観光","-5700","三井住友カード (VpassID)","交通費","バス","","0","A4c-4VrkAaYxzQHxM8mv0tG-70YnqL8hSBx7J4Y3qmM"
"1","2025/12/08","iD/コースカベイサイドストアーズ/iD","-550","三井住友カード (VpassID)","食費","食費","","0","U8Iu7xXjD3SntytNlKmrR_lHcP-7eLTZoRq52jZFNMM"
"1","2025/12/08","iD/コースカベイサイドストアーズ/iD","-206","三井住友カード (VpassID)","食費","食費","","0","CyxeEDAJlChwNmTU-X43mg0Bd7kWjsiyNxElO5Jj_a8"
"1","2025/12/08","快活CLUB横須賀中央駅前店/iD","-3450","三井住友カード (VpassID)","未分類","未分類","","0","yRXxjLGzx1dBPw7l5obe11iOssktHsU2Wt6Thjw7uXU"
"1","2025/12/08","ダイソー/iD","-330","三井住友カード (VpassID)","日用品","日用品","","0","C2177ee3h3p82gpaomMZ-Rss2eKQBwTfKS9rxupjAko"
"1","2025/12/07","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","QQGeWXroPYqaaGnnq6Ivm3mi49XQ6rzOSiDt-n0Mfek"
"1","2025/12/07","ETC 関東支社 (自戸塚 至戸塚 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","kXJZuVJNhZjgQYRddRkY3w51E342AUAMU46m7xe-0fk"
"1","2025/12/07","ETC首都高 (自錦糸町上 至第三京浜接 軽・二)","-1200","三井住友カード (VpassID)","自動車","道路料金","","0","qPQSrleCz8jGELef_bdnJg9WKoz2gFKBlu6NA5CBbrc"
"1","2025/12/07","MD亀戸店/iD","-795","三井住友カード (VpassID)","食費","食費","","0","Imh9pEovVq7nFVfBRdbU5JBpCu1bGKjDBeaOnro-pb4"
"1","2025/12/07","セブン-イレブン/iD","-627","三井住友カード (VpassID)","食費","食料品","","0","3Ti4c34XWpvzUHJomoMlaeK-ZqiGKhfH7MbLGnw0Ix8"
"0","2025/12/06","セブン (セブンBK)","19000","現金","未分類","未分類","","1","5zymu8pDsKQX4yznCovTKYFptR3ZStEIjtQauuz1P60"
"1","2025/12/06","テスウリヨウ (セブンBK)","-220","横浜銀行","その他","雑費","","0","MPCOZlcykiIsib6Nu4tqYrnpQmf5UPEmLeqtqA-sFKw"
"0","2025/12/06","セブン (セブンBK)","-19000","横浜銀行","現金・カード","ATM引き出し","","1","iFIdNyatcW2t3rF15WXzAtS89fKqS09O8-w3Hk4AanA"
"1","2025/12/06","ETC 関東支社 (自保土ヶ谷 至玉川 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","EFfI8LFa4MAa0_CDDQ5hKXPjWSqLfG3Ks5mCKcekbhI"
"1","2025/12/06","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","UTL_bnF03J1q0Y6AQuNfYeP8IKx_PYMwIKw7uGdSzqY"
"1","2025/12/06","ETC 関東支社 (自横須賀 至狩場 軽・二)","-630","三井住友カード (VpassID)","自動車","道路料金","","0","UuPQIx24erxblbuV9NZQUXESSQ9c5jV-ltczb1wzZG0"
"1","2025/12/06","出光興産SS/iD","-1622","三井住友カード (VpassID)","自動車","ガソリン","","0","TMxmnn0_Ed5c8SZmMqPB2yP0MMe3l-vtXpxGTYZDk14"
"1","2025/12/06","セブン-イレブン/iD","-1041","三井住友カード (VpassID)","食費","食料品","","0","SKPrjfy9L0InwnN_J6ce1zc8_hM3g0k3-MyxbELw2bY"
"1","2025/12/05","シヨウヨ ニツテツソリユ-シヨンズヒガシニホン(カ","302732","横浜銀行","収入","賞与","","0","7yb1FoKrF6lxz3tzzXX7_o1kn0JHeZM-FgBOxKuqQOs"
"1","2025/12/05","APPLE COM BILL","-450","三井住友カード (VpassID)","通信費","その他通信費","","0","I-Z1LJ1ZygBhX_86OkvddiE-G9VSe51ZQK3g397ieyo"
"1","2025/12/05","AMAZON.CO.JP","-10480","三井住友カード (VpassID)","教養・教育","書籍","","0","cyIcsdxDuqM2cfqqc9G0Y01SgAAWWifaU-0pJU0qrkA"
"0","2025/12/04","ジドウキ (ロ-ソン)","5000","現金","未分類","未分類","","1","w73E9hEaWIEsJxZjpOIaHum_aOwjc8ejMKZ5KizQFbQ"
"0","2025/12/04","ジドウキ (ロ-ソン)","-5000","横浜銀行","現金・カード","ATM引き出し","","1","ASz3jB5oCfA4lFowwxbh8qMPeOIi9kh30TaJIb5GDu4"
"1","2025/12/04","マクドナルド/iD","-340","三井住友カード (VpassID)","食費","外食","","0","3ZhxV0XvKkmA67dE3EgJ4sel2c0KJMnLeeHMo4VEld4"
"0","2025/12/04","ATM-227925-054918","5000","現金","未分類","未分類","","1","odDCfuDLRPZ4koD3OREAn8pQKHnpUzqsOm9cGiA5OSU"
"1","2025/12/04","手数料","-220","みずほ銀行","その他","雑費","","0","zib4ctPMSjLBi7RVnRM0yEdKecCmQzo5RvJjw3zuJzs"
"0","2025/12/04","ATM-227925-054918","-5000","みずほ銀行","現金・カード","ATM引き出し","","1","JF2RDvLFUN_tIULTDb-1poZ8YhwUlTNN4lwcZBLskUM"
"1","2025/12/03","khr","1500","PayPay","収入","立替金","","0","VLenamTVchb5psMUrQYhLFDehgULwAPw8Fhmxe-dm70"
"1","2025/12/03","NETFLIX.COM","-890","三井住友カード (VpassID)","趣味・娯楽","映画・音楽・ゲーム","","0","f4ce8vkYc1oj55slAjNG_SMy5LYQl2bnpLAkajP6jOE"
"1","2025/12/03","APPLE COM BILL","-3000","三井住友カード (VpassID)","通信費","その他通信費","","0","TrLs-Il9B9MdWAA7t9uZX-Jb23vgLuut4VLyRuk8S0E"
"1","2025/12/03","マクドナルド/iD","-420","三井住友カード (VpassID)","食費","外食","","0","fJZa7oBWU7mIoYXyuNdz2SwVYC15sEZMGUg2yhoqBNM"
"1","2025/12/02","ETC 関東支社 (自戸塚 至戸塚 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","GnkLAzoIzJSIBjIHRpk7oiuOdtVtZhpGesSoRAwp-38"
"1","2025/12/02","ETC 関東支社 (自日野 至逗子 軽・二)","-400","三井住友カード (VpassID)","自動車","道路料金","","0","ZCOx_YkkdlxUEnANkpg5XPBTg81v_RUQj2onWX4JBcY"
"1","2025/12/02","ETC首都高 (自錦糸町上 至第三京浜接 軽・二)","-1200","三井住友カード (VpassID)","自動車","道路料金","","0","jQVCVrYf96TJwSA8pEprW7wDDafbmiaM7jYElDQ3kkg"
"1","2025/12/02","横須賀HUMAXシネマズ","-3000","三井住友カード (VpassID)","趣味・娯楽","映画・音楽・ゲーム","","0","auKoe45ZaHGzojBZde3a8MbErYa9ffe0NEtcyRcDGSk"
"1","2025/12/02","ラクテンペイ リリカ","-6336","三井住友カード (VpassID)","自動車","車検・整備","","0","OrvGNjJh2MgyWD8kJA14I2GZS39uejzWgGraZvYVTlo"
"1","2025/12/02","iD/コースカベイサイドストアーズ/iD","-1500","三井住友カード (VpassID)","食費","食費","","0","Z-addoWSXGeOSXiwuBnEj2lNT2UXiKuBPf1e6iBljNk"
"1","2025/12/02","横須賀HUMAXシネマズ/iD","-800","三井住友カード (VpassID)","趣味・娯楽","映画・音楽・ゲーム","","0","x80N0z6SbplrZrUaeKfPKNoIwbQJjHqLJpfkn2tnsgU"
"1","2025/12/02","セブン-イレブン/iD","-912","三井住友カード (VpassID)","食費","食料品","","0","RzRd4OCddv_hPWF41q4NOQuOsKIrqvaG4-SoLg7IWzM"
"1","2025/12/02","＊セブン－イレブン","-182","みずほJCBデビット","食費","食料品","","0","gflbrDZCA2lQILC3OWZejZfyhO6MPYJJvaz5v4y8VVs"
"0","2025/12/02","JCBデビット","-182","みずほ銀行","現金・カード","カード引き落とし","","1","_jppAY0PNG2EQH4p1ZrGJOPMYFCIlxM_QD-hQK1pQ6I"
"1","2025/12/01","machino","3760","PayPay","未分類","未分類","","0","kNi_4llHZNWKmZlmQTeDfhgWVM9C2v2ZufcmuEskF2A"
"1","2025/12/01","インタ-ネツト カ)ビ-ト アイス","-60000","横浜銀行","住宅","家賃・地代","","0","RQxGH_tdTzhus8_6ccoTZGoXguICuiiBNPs_Z413MRY"
"0","2025/12/01","クドウ リク","23000","横浜銀行","収入","その他入金","","1","35VxOD6WYyd7W-UJjDln8Tp99Heyn7WUAhpXEHBHDyg"
"1","2025/12/01","コウザフリカエ ポケツトカ-ド","-3000","横浜銀行","現金・カード","カード引き落とし","","0","-a9uOEiVVYdjQWHa38bfNd1RJdEUcdDGCcHY3Na3_PI"
"1","2025/12/01","ETC 関東支社 (自横須賀 至狩場 軽・二)","-630","三井住友カード (VpassID)","自動車","道路料金","","0","ECjwFrld3u_JPcSQKlXnQRwAxINThvcQ4KLWTsLPDOU"
"1","2025/12/01","ETC 関東支社 (自新保土ヶ谷 至新保土ヶ谷 軽・二)","-260","三井住友カード (VpassID)","自動車","道路料金","","0","GZ9Oa1L9N2Whz5-4dQVVLxXIj_NVsxKTXvocL7XSzt8"
"1","2025/12/01","ETC 関東支社 (自保土ヶ谷 至玉川 軽・二)","-310","三井住友カード (VpassID)","自動車","道路料金","","0","F_Vj0WVzuxXDVg93YZlone25L6JTyKzsSID5rXCEEyQ"
